sentence1,sentence2,similarity
 Một nhóm người đang chơi bóng bầu dục,Các cầu thủ đang tham gia trò chơi bóng bầu dục,0.93
 Một nhóm người đang chơi bóng bầu dục, Một đám đông thích thú theo dõi cảnh một vận động viên thể dục đứng trên chân người khác.,0
Các cầu thủ đang tham gia trò chơi bóng bầu dục, Một đám đông thích thú theo dõi cảnh một vận động viên thể dục đứng trên chân người khác.,0
Một nhóm cầu thủ bóng bầu dục,Hai nghệ sĩ xiếc biểu diễn kỹ xảo trước đám đông tụ tập ngoài trời,0
Một nhóm cầu thủ bóng bầu dục, Một nhóm người đang chơi bóng bầu dục,1
Một nhóm cầu thủ bóng bầu dục,Các cầu thủ đang tham gia trò chơi bóng bầu dục,1
Một nhóm cầu thủ bóng bầu dục, Quả bóng bầu dục trong tay người này bị người khác giật mất,0.73
Hai nghệ sĩ xiếc biểu diễn kỹ xảo trước đám đông tụ tập ngoài trời, Một nhóm người đang chơi bóng bầu dục,0
Hai nghệ sĩ xiếc biểu diễn kỹ xảo trước đám đông tụ tập ngoài trời,Các cầu thủ đang tham gia trò chơi bóng bầu dục,0
Hai nghệ sĩ xiếc biểu diễn kỹ xảo trước đám đông tụ tập ngoài trời, Quả bóng bầu dục trong tay người này bị người khác giật mất,0
 Một nhóm người đang chơi bóng bầu dục,Các cầu thủ đang tham gia trò chơi bóng bầu dục,1
 Một nhóm người đang chơi bóng bầu dục, Quả bóng bầu dục trong tay người này bị người khác giật mất,0.8
Các cầu thủ đang tham gia trò chơi bóng bầu dục, Quả bóng bầu dục trong tay người này bị người khác giật mất,0.8
Một nhóm cầu thủ đang chơi bóng đá,"Trong một trận đấu bóng bầu dục, một nhóm cầu thủ tranh nhau giành bóng",0.13
Một nhóm cầu thủ đang chơi bóng đá,Một nhóm người đang chơi bóng đá,1
Một nhóm cầu thủ đang chơi bóng đá,Các cầu thủ đang tham gia vào môn bóng đá,1
Một nhóm cầu thủ đang chơi bóng đá, Ba người nhảy lên đón quả bóng thảm từ trên cao bay xuống,0.13
"Trong một trận đấu bóng bầu dục, một nhóm cầu thủ tranh nhau giành bóng",Một nhóm người đang chơi bóng đá,0.13
"Trong một trận đấu bóng bầu dục, một nhóm cầu thủ tranh nhau giành bóng",Các cầu thủ đang tham gia vào môn bóng đá,0.13
"Trong một trận đấu bóng bầu dục, một nhóm cầu thủ tranh nhau giành bóng", Ba người nhảy lên đón quả bóng thảm từ trên cao bay xuống,0.8
Một nhóm người đang chơi bóng đá,Các cầu thủ đang tham gia vào môn bóng đá,1
Một nhóm người đang chơi bóng đá, Ba người nhảy lên đón quả bóng thảm từ trên cao bay xuống,0.13
Các cầu thủ đang tham gia vào môn bóng đá, Ba người nhảy lên đón quả bóng thảm từ trên cao bay xuống,0.07
Một người đàn ông đang thực hiện karanam trên ván trượt,"Trong một trận đấu bóng bầu dục, ba cầu thủ tranh nhau bắt bóng trên không",0
Một người đàn ông đang thực hiện karanam trên ván trượt, Một người đàn ông sẽ làm điều đó,0.67
Một người đàn ông đang thực hiện karanam trên ván trượt,Một người đàn ông nhảy lên,0.33
Một người đàn ông đang thực hiện karanam trên ván trượt, Một cầu thủ bóng đá cố gắng lấy bóng từ một cầu thủ khác,0
"Trong một trận đấu bóng bầu dục, ba cầu thủ tranh nhau bắt bóng trên không", Một người đàn ông sẽ làm điều đó,0
"Trong một trận đấu bóng bầu dục, ba cầu thủ tranh nhau bắt bóng trên không",Một người đàn ông nhảy lên,0
"Trong một trận đấu bóng bầu dục, ba cầu thủ tranh nhau bắt bóng trên không", Một cầu thủ bóng đá cố gắng lấy bóng từ một cầu thủ khác,0.27
 Một người đàn ông sẽ làm điều đó,Một người đàn ông nhảy lên,0.8
 Một người đàn ông sẽ làm điều đó, Một cầu thủ bóng đá cố gắng lấy bóng từ một cầu thủ khác,0
Một người đàn ông nhảy lên, Một cầu thủ bóng đá cố gắng lấy bóng từ một cầu thủ khác,0
Một nhóm vận động viên tham gia giải đua xe đạp,Cầu thủ áo đỏ đá bóng trong một trận bóng đá,0
Một nhóm vận động viên tham gia giải đua xe đạp, Một cuộc đua xe đạp sẽ được tổ chức,0.8
Một nhóm vận động viên tham gia giải đua xe đạp,Các vận động viên tham gia giải đua xe đạp,1
Một nhóm vận động viên tham gia giải đua xe đạp, Một thanh niên nhảy lên xe cút kít,0
Cầu thủ áo đỏ đá bóng trong một trận bóng đá, Một cuộc đua xe đạp sẽ được tổ chức,0
Cầu thủ áo đỏ đá bóng trong một trận bóng đá,Các vận động viên tham gia giải đua xe đạp,0
Cầu thủ áo đỏ đá bóng trong một trận bóng đá, Một thanh niên nhảy lên xe cút kít,0
 Một cuộc đua xe đạp sẽ được tổ chức,Các vận động viên tham gia giải đua xe đạp,0.53
 Một cuộc đua xe đạp sẽ được tổ chức, Một thanh niên nhảy lên xe cút kít,0
Các vận động viên tham gia giải đua xe đạp, Một thanh niên nhảy lên xe cút kít,0
Một nhóm các cô gái đang chơi bóng rổ, Các cô gái đang chơi bóng rổ,1
Một nhóm các cô gái đang chơi bóng rổ, Một người chơi cố gắng chặn cú đánh của người chơi khác,0.53
Một nhóm các cô gái đang chơi bóng rổ,Hai cầu thủ bóng rổ của hai đội cố gắng bắt bóng trên không,0.67
Một nhóm các cô gái đang chơi bóng rổ, Một nhóm phụ nữ đang chơi bóng rổ,0.6
 Các cô gái đang chơi bóng rổ, Một người chơi cố gắng chặn cú đánh của người chơi khác,0.4
 Các cô gái đang chơi bóng rổ,Hai cầu thủ bóng rổ của hai đội cố gắng bắt bóng trên không,0.67
 Các cô gái đang chơi bóng rổ, Một nhóm phụ nữ đang chơi bóng rổ,0.53
 Một người chơi cố gắng chặn cú đánh của người chơi khác,Hai cầu thủ bóng rổ của hai đội cố gắng bắt bóng trên không,0.53
 Một người chơi cố gắng chặn cú đánh của người chơi khác, Một nhóm phụ nữ đang chơi bóng rổ,0.33
Hai cầu thủ bóng rổ của hai đội cố gắng bắt bóng trên không, Một nhóm phụ nữ đang chơi bóng rổ,0.4
Một người đàn ông cởi trần đang trượt ván, Một người đàn ông nhảy lên,0.2
Một người đàn ông cởi trần đang trượt ván, Một thanh niên chơi ván trượt,0.67
Một người đàn ông cởi trần đang trượt ván,Anh chàng cởi trần đang trượt băng,0.93
Một người đàn ông cởi trần đang trượt ván, Một người ngực trần nhảy lên ván trượt,0.93
 Một người đàn ông nhảy lên, Một thanh niên chơi ván trượt,0.47
 Một người đàn ông nhảy lên,Anh chàng cởi trần đang trượt băng,0.2
 Một người đàn ông nhảy lên, Một người ngực trần nhảy lên ván trượt,0.27
 Một thanh niên chơi ván trượt,Anh chàng cởi trần đang trượt băng,0.87
 Một thanh niên chơi ván trượt, Một người ngực trần nhảy lên ván trượt,0.6
Anh chàng cởi trần đang trượt băng, Một người ngực trần nhảy lên ván trượt,0.87
Một người đàn ông đang đi xe máy, Một người đàn ông đang đứng trên một chiếc xe máy,1
Một người đàn ông đang đi xe máy, Một tay đua xe máy thể hiện kỹ năng lái xe đạp của mình,0.6
Một người đàn ông đang đi xe máy,Người đàn ông mặc vest đen trắng thể hiện cuộc phiêu lưu trên chiếc mô tô đen trắng của mình,0.6
Một người đàn ông đang đi xe máy, Người đi xe máy đang đứng trên xe máy,1
 Một người đàn ông đang đứng trên một chiếc xe máy, Một tay đua xe máy thể hiện kỹ năng lái xe đạp của mình,0.53
 Một người đàn ông đang đứng trên một chiếc xe máy,Người đàn ông mặc vest đen trắng thể hiện cuộc phiêu lưu trên chiếc mô tô đen trắng của mình,0.47
 Một người đàn ông đang đứng trên một chiếc xe máy, Người đi xe máy đang đứng trên xe máy,0.93
 Một tay đua xe máy thể hiện kỹ năng lái xe đạp của mình,Người đàn ông mặc vest đen trắng thể hiện cuộc phiêu lưu trên chiếc mô tô đen trắng của mình,0.6
 Một tay đua xe máy thể hiện kỹ năng lái xe đạp của mình, Người đi xe máy đang đứng trên xe máy,0.6
Người đàn ông mặc vest đen trắng thể hiện cuộc phiêu lưu trên chiếc mô tô đen trắng của mình, Người đi xe máy đang đứng trên xe máy,0.53
Rất đông khán giả đang theo dõi một trận đấu thể thao, Các cầu thủ đang chơi bóng bầu dục,0.13
Rất đông khán giả đang theo dõi một trận đấu thể thao,Hai cầu thủ thi đấu trước sự chứng kiến của đông đảo khán giả,0.6
Rất đông khán giả đang theo dõi một trận đấu thể thao,Hai cầu thủ của hai đội cố gắng bắt bóng trên không trong một trận bóng đá kiểu Mỹ.,0.13
Rất đông khán giả đang theo dõi một trận đấu thể thao, Hai cầu thủ bóng đá va chạm,0.07
 Các cầu thủ đang chơi bóng bầu dục,Hai cầu thủ thi đấu trước sự chứng kiến của đông đảo khán giả,0.47
 Các cầu thủ đang chơi bóng bầu dục,Hai cầu thủ của hai đội cố gắng bắt bóng trên không trong một trận bóng đá kiểu Mỹ.,0.27
 Các cầu thủ đang chơi bóng bầu dục, Hai cầu thủ bóng đá va chạm,0.47
Hai cầu thủ thi đấu trước sự chứng kiến của đông đảo khán giả,Hai cầu thủ của hai đội cố gắng bắt bóng trên không trong một trận bóng đá kiểu Mỹ.,0.73
Hai cầu thủ thi đấu trước sự chứng kiến của đông đảo khán giả, Hai cầu thủ bóng đá va chạm,0.53
Hai cầu thủ của hai đội cố gắng bắt bóng trên không trong một trận bóng đá kiểu Mỹ., Hai cầu thủ bóng đá va chạm,0.53
Một con chó trắng đứng bằng chân trong rừng, Một con chó nhảy lên,0.47
Một con chó trắng đứng bằng chân trong rừng, Chú chó nhảy lên để bắt bóng,0.4
Một con chó trắng đứng bằng chân trong rừng,Một con chó trắng cố gắng bắt một hạt thông trên không,0.33
Một con chó trắng đứng bằng chân trong rừng, Một con chó nhảy giữa rừng,0.67
 Một con chó nhảy lên, Chú chó nhảy lên để bắt bóng,0.87
 Một con chó nhảy lên,Một con chó trắng cố gắng bắt một hạt thông trên không,0.67
 Một con chó nhảy lên, Một con chó nhảy giữa rừng,0.93
 Chú chó nhảy lên để bắt bóng,Một con chó trắng cố gắng bắt một hạt thông trên không,0.67
 Chú chó nhảy lên để bắt bóng, Một con chó nhảy giữa rừng,0.6
Một con chó trắng cố gắng bắt một hạt thông trên không, Một con chó nhảy giữa rừng,0.6
Ba người đàn ông đang chơi trò chơi ở sân chơi, Một người đàn ông ngã xuống đất khi đang chơi bóng chày,0.4
Ba người đàn ông đang chơi trò chơi ở sân chơi, Cầu thủ bị chấn thương được cầu thủ đối phương giúp đỡ,0.27
Ba người đàn ông đang chơi trò chơi ở sân chơi,Ba cầu thủ bóng chày đang ở trên sân,0.8
Ba người đàn ông đang chơi trò chơi ở sân chơi, Người khác kéo chân người đang nằm trên mặt đất,0.13
 Một người đàn ông ngã xuống đất khi đang chơi bóng chày, Cầu thủ bị chấn thương được cầu thủ đối phương giúp đỡ,0.33
 Một người đàn ông ngã xuống đất khi đang chơi bóng chày,Ba cầu thủ bóng chày đang ở trên sân,0.47
 Một người đàn ông ngã xuống đất khi đang chơi bóng chày, Người khác kéo chân người đang nằm trên mặt đất,0.47
 Cầu thủ bị chấn thương được cầu thủ đối phương giúp đỡ,Ba cầu thủ bóng chày đang ở trên sân,0.33
 Cầu thủ bị chấn thương được cầu thủ đối phương giúp đỡ, Người khác kéo chân người đang nằm trên mặt đất,0.47
Ba cầu thủ bóng chày đang ở trên sân, Người khác kéo chân người đang nằm trên mặt đất,0.2
Một nhóm trẻ em đang chơi bóng đá bên ngoài một ngôi nhà gần biển, Một nhóm trẻ nhỏ đang chơi đùa,0.67
Một nhóm trẻ em đang chơi bóng đá bên ngoài một ngôi nhà gần biển, Một nhóm trẻ nhỏ đang chơi đùa,0.67
Một nhóm trẻ em đang chơi bóng đá bên ngoài một ngôi nhà gần biển,Ba đứa trẻ và một ông già đang tập bóng rổ,0.53
Một nhóm trẻ em đang chơi bóng đá bên ngoài một ngôi nhà gần biển, 4 đứa trẻ nhỏ đang chơi bóng rổ trên bục cao,0.53
 Một nhóm trẻ nhỏ đang chơi đùa, Một nhóm trẻ nhỏ đang chơi đùa,1
 Một nhóm trẻ nhỏ đang chơi đùa,Ba đứa trẻ và một ông già đang tập bóng rổ,0.6
 Một nhóm trẻ nhỏ đang chơi đùa, 4 đứa trẻ nhỏ đang chơi bóng rổ trên bục cao,0.67
 Một nhóm trẻ nhỏ đang chơi đùa,Ba đứa trẻ và một ông già đang tập bóng rổ,0.6
 Một nhóm trẻ nhỏ đang chơi đùa, 4 đứa trẻ nhỏ đang chơi bóng rổ trên bục cao,0.73
Ba đứa trẻ và một ông già đang tập bóng rổ, 4 đứa trẻ nhỏ đang chơi bóng rổ trên bục cao,0.67
Một người đàn ông đi xe đạp xuyên qua một khu rừng, Một người đàn ông đi xe đạp qua những cái cây,0.87
Một người đàn ông đi xe đạp xuyên qua một khu rừng,Một người đi xe đạp tiến dọc theo một con đường khó khăn,0.8
Một người đàn ông đi xe đạp xuyên qua một khu rừng,Một người đi xe đạp đi xe đạp qua một khu rừng,0.93
Một người đàn ông đi xe đạp xuyên qua một khu rừng, Một người đi xe đạp ở vùng núi có cây cao,0.87
 Một người đàn ông đi xe đạp qua những cái cây,Một người đi xe đạp tiến dọc theo một con đường khó khăn,0.73
 Một người đàn ông đi xe đạp qua những cái cây,Một người đi xe đạp đi xe đạp qua một khu rừng,0.87
 Một người đàn ông đi xe đạp qua những cái cây, Một người đi xe đạp ở vùng núi có cây cao,0.8
Một người đi xe đạp tiến dọc theo một con đường khó khăn,Một người đi xe đạp đi xe đạp qua một khu rừng,0.8
Một người đi xe đạp tiến dọc theo một con đường khó khăn, Một người đi xe đạp ở vùng núi có cây cao,0.8
Một người đi xe đạp đi xe đạp qua một khu rừng, Một người đi xe đạp ở vùng núi có cây cao,0.8
Một nhóm người rơi tự do từ trên trời xuống, Một người đàn ông bay trong không khí,0.87
Một nhóm người rơi tự do từ trên trời xuống, Một số người đang nhảy dù,0.93
Một nhóm người rơi tự do từ trên trời xuống,Một người tham gia lặn biển với một nhóm khác,0.93
Một nhóm người rơi tự do từ trên trời xuống,"Một vài người bay trên mặt đất, phun ra khói",0.67
 Một người đàn ông bay trong không khí, Một số người đang nhảy dù,0.93
 Một người đàn ông bay trong không khí,Một người tham gia lặn biển với một nhóm khác,0.87
 Một người đàn ông bay trong không khí,"Một vài người bay trên mặt đất, phun ra khói",0.73
 Một số người đang nhảy dù,Một người tham gia lặn biển với một nhóm khác,0.93
 Một số người đang nhảy dù,"Một vài người bay trên mặt đất, phun ra khói",0.67
Một người tham gia lặn biển với một nhóm khác,"Một vài người bay trên mặt đất, phun ra khói",0.67
Một người đàn ông chơi ván trượt cạnh bức tường có bức tranh lớn, Một người đàn ông trượt từ trên tường xuống nhờ một tấm ván,0.67
Một người đàn ông chơi ván trượt cạnh bức tường có bức tranh lớn, Một người đàn ông giữ thăng bằng trên ván trượt dọc theo bức tường,0.73
Một người đàn ông chơi ván trượt cạnh bức tường có bức tranh lớn,Một thanh niên tham gia trượt băng,0.6
Một người đàn ông chơi ván trượt cạnh bức tường có bức tranh lớn, Một thanh niên cưỡi ván trượt cố gắng nhảy khỏi ván,0.6
 Một người đàn ông trượt từ trên tường xuống nhờ một tấm ván, Một người đàn ông giữ thăng bằng trên ván trượt dọc theo bức tường,0.8
 Một người đàn ông trượt từ trên tường xuống nhờ một tấm ván,Một thanh niên tham gia trượt băng,0.73
 Một người đàn ông trượt từ trên tường xuống nhờ một tấm ván, Một thanh niên cưỡi ván trượt cố gắng nhảy khỏi ván,0.67
 Một người đàn ông giữ thăng bằng trên ván trượt dọc theo bức tường,Một thanh niên tham gia trượt băng,0.8
 Một người đàn ông giữ thăng bằng trên ván trượt dọc theo bức tường, Một thanh niên cưỡi ván trượt cố gắng nhảy khỏi ván,0.6
Một thanh niên tham gia trượt băng, Một thanh niên cưỡi ván trượt cố gắng nhảy khỏi ván,0.67
Một nhóm cầu thủ chơi bóng trên sân sau khi trời tối, Các cầu thủ chơi bóng đá vào buổi tối,0.93
Một nhóm cầu thủ chơi bóng trên sân sau khi trời tối, Một cầu thủ đã sẵn sàng để đánh bóng,0.4
Một nhóm cầu thủ chơi bóng trên sân sau khi trời tối,Một đội chơi bóng đá vào lúc hoàng hôn,0.93
Một nhóm cầu thủ chơi bóng trên sân sau khi trời tối, Một cầu thủ bóng đá giữa ánh đèn đêm,0.87
 Các cầu thủ chơi bóng đá vào buổi tối, Một cầu thủ đã sẵn sàng để đánh bóng,0.47
 Các cầu thủ chơi bóng đá vào buổi tối,Một đội chơi bóng đá vào lúc hoàng hôn,0.93
 Các cầu thủ chơi bóng đá vào buổi tối, Một cầu thủ bóng đá giữa ánh đèn đêm,0.8
 Một cầu thủ đã sẵn sàng để đánh bóng,Một đội chơi bóng đá vào lúc hoàng hôn,0.47
 Một cầu thủ đã sẵn sàng để đánh bóng, Một cầu thủ bóng đá giữa ánh đèn đêm,0.47
Một đội chơi bóng đá vào lúc hoàng hôn, Một cầu thủ bóng đá giữa ánh đèn đêm,0.73
một người đàn ông đi xe đạp trên bầu trời, Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp,1
một người đàn ông đi xe đạp trên bầu trời,Một người đi xe đạp ném karanam lên không trung,0.93
một người đàn ông đi xe đạp trên bầu trời,Một thanh niên đội mũ bảo hiểm đen và áo sơ mi xanh thể hiện cuộc phiêu lưu bằng xe đạp của mình.,0.73
một người đàn ông đi xe đạp trên bầu trời, Một tay đua xe đạp thực hiện cuộc phiêu lưu trên không,0.93
 Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp,Một người đi xe đạp ném karanam lên không trung,0.93
 Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp,Một thanh niên đội mũ bảo hiểm đen và áo sơ mi xanh thể hiện cuộc phiêu lưu bằng xe đạp của mình.,0.73
 Một người đàn ông biểu diễn karanam với sự hỗ trợ của một chiếc xe đạp, Một tay đua xe đạp thực hiện cuộc phiêu lưu trên không,0.87
Một người đi xe đạp ném karanam lên không trung,Một thanh niên đội mũ bảo hiểm đen và áo sơ mi xanh thể hiện cuộc phiêu lưu bằng xe đạp của mình.,0.67
Một người đi xe đạp ném karanam lên không trung, Một tay đua xe đạp thực hiện cuộc phiêu lưu trên không,1
Một thanh niên đội mũ bảo hiểm đen và áo sơ mi xanh thể hiện cuộc phiêu lưu bằng xe đạp của mình., Một tay đua xe đạp thực hiện cuộc phiêu lưu trên không,0.67
Hai cầu thủ nữ đang chơi bóng ném trên sân cát, Hai cô gái đang chơi bóng chuyền,0.93
Hai cầu thủ nữ đang chơi bóng ném trên sân cát, Hai cô gái đang chơi bóng chuyền bãi biển,0.93
Hai cầu thủ nữ đang chơi bóng ném trên sân cát,Hai cô gái trẻ đang chơi bóng chuyền bãi biển,0.93
Hai cầu thủ nữ đang chơi bóng ném trên sân cát, Hai cầu thủ thi đấu trong trận bóng ném bãi biển và đánh bóng,0.93
 Hai cô gái đang chơi bóng chuyền, Hai cô gái đang chơi bóng chuyền bãi biển,0.8
 Hai cô gái đang chơi bóng chuyền,Hai cô gái trẻ đang chơi bóng chuyền bãi biển,0.8
 Hai cô gái đang chơi bóng chuyền, Hai cầu thủ thi đấu trong trận bóng ném bãi biển và đánh bóng,0.67
 Hai cô gái đang chơi bóng chuyền bãi biển,Hai cô gái trẻ đang chơi bóng chuyền bãi biển,0.93
 Hai cô gái đang chơi bóng chuyền bãi biển, Hai cầu thủ thi đấu trong trận bóng ném bãi biển và đánh bóng,0.73
Hai cô gái trẻ đang chơi bóng chuyền bãi biển, Hai cầu thủ thi đấu trong trận bóng ném bãi biển và đánh bóng,0.73
 Một người đàn ông cho rùa ăn dâu tây, Một con rùa được cho ăn một quả dâu tây,0.93
 Một người đàn ông cho rùa ăn dâu tây, Rùa há miệng ăn dâu do người đàn ông đưa,0.93
 Một người đàn ông cho rùa ăn dâu tây,Một người cho rùa ăn dâu tây,1
 Một người đàn ông cho rùa ăn dâu tây,Một người đàn ông đưa quả anh đào cho rùa ăn,0.6
 Một con rùa được cho ăn một quả dâu tây, Rùa há miệng ăn dâu do người đàn ông đưa,0.87
 Một con rùa được cho ăn một quả dâu tây,Một người cho rùa ăn dâu tây,0.87
 Một con rùa được cho ăn một quả dâu tây,Một người đàn ông đưa quả anh đào cho rùa ăn,0.47
 Rùa há miệng ăn dâu do người đàn ông đưa,Một người cho rùa ăn dâu tây,0.6
 Rùa há miệng ăn dâu do người đàn ông đưa,Một người đàn ông đưa quả anh đào cho rùa ăn,0.6
Một người cho rùa ăn dâu tây,Một người đàn ông đưa quả anh đào cho rùa ăn,0.4
Một cầu thủ mặc áo trắng đi dạo trên sân, Một cầu thủ nhìn xuống,0.2
Một cầu thủ mặc áo trắng đi dạo trên sân, Một cầu thủ bước tới với vẻ mặt buồn bã,0.33
Một cầu thủ mặc áo trắng đi dạo trên sân,Một cầu thủ bóng đá Mỹ mặc vest trắng bước vào sân,0.67
Một cầu thủ mặc áo trắng đi dạo trên sân,Một cầu thủ bóng đá nhìn xuống và bước đi,0.67
 Một cầu thủ nhìn xuống, Một cầu thủ bước tới với vẻ mặt buồn bã,0.47
 Một cầu thủ nhìn xuống,Một cầu thủ bóng đá Mỹ mặc vest trắng bước vào sân,0.33
 Một cầu thủ nhìn xuống,Một cầu thủ bóng đá nhìn xuống và bước đi,0.47
 Một cầu thủ bước tới với vẻ mặt buồn bã,Một cầu thủ bóng đá Mỹ mặc vest trắng bước vào sân,0.47
 Một cầu thủ bước tới với vẻ mặt buồn bã,Một cầu thủ bóng đá nhìn xuống và bước đi,0.53
Một cầu thủ bóng đá Mỹ mặc vest trắng bước vào sân,Một cầu thủ bóng đá nhìn xuống và bước đi,0.47
Cầu thủ mặc đồ trắng chuẩn bị ném bóng,Một cầu thủ đang cầm một quả bóng,0.6
Cầu thủ mặc đồ trắng chuẩn bị ném bóng, Một cầu thủ có vẻ không chắc chắn khi chuẩn bị ném bóng,0.8
Cầu thủ mặc đồ trắng chuẩn bị ném bóng,Một cầu thủ bóng đá người Mỹ mặc bộ đồ trắng cầm bóng,0.73
Cầu thủ mặc đồ trắng chuẩn bị ném bóng,Một cầu thủ bóng đá cố gắng ném bóng trong khi khán giả kinh ngạc theo dõi,0.8
Một cầu thủ đang cầm một quả bóng, Một cầu thủ có vẻ không chắc chắn khi chuẩn bị ném bóng,0.73
Một cầu thủ đang cầm một quả bóng,Một cầu thủ bóng đá người Mỹ mặc bộ đồ trắng cầm bóng,0.67
Một cầu thủ đang cầm một quả bóng,Một cầu thủ bóng đá cố gắng ném bóng trong khi khán giả kinh ngạc theo dõi,0.6
 Một cầu thủ có vẻ không chắc chắn khi chuẩn bị ném bóng,Một cầu thủ bóng đá người Mỹ mặc bộ đồ trắng cầm bóng,0.53
 Một cầu thủ có vẻ không chắc chắn khi chuẩn bị ném bóng,Một cầu thủ bóng đá cố gắng ném bóng trong khi khán giả kinh ngạc theo dõi,0.67
Một cầu thủ bóng đá người Mỹ mặc bộ đồ trắng cầm bóng,Một cầu thủ bóng đá cố gắng ném bóng trong khi khán giả kinh ngạc theo dõi,0.67
 Một thiết bị được tàu kéo ra biển, Một chiếc thuyền di chuyển trên biển,0.6
 Một thiết bị được tàu kéo ra biển,Một người đàn ông đang theo dõi một chiếc thuyền khởi hành từ mép biển,0.47
 Một thiết bị được tàu kéo ra biển,Một xuồng cứu sinh và một phương tiện khác được nhìn thấy trên bãi biển,0.27
 Một thiết bị được tàu kéo ra biển,Người đàn ông trên bờ nhìn thuyền đi Diyamba,0.4
 Một chiếc thuyền di chuyển trên biển,Một người đàn ông đang theo dõi một chiếc thuyền khởi hành từ mép biển,0.47
 Một chiếc thuyền di chuyển trên biển,Một xuồng cứu sinh và một phương tiện khác được nhìn thấy trên bãi biển,0.33
 Một chiếc thuyền di chuyển trên biển,Người đàn ông trên bờ nhìn thuyền đi Diyamba,0.47
Một người đàn ông đang theo dõi một chiếc thuyền khởi hành từ mép biển,Một xuồng cứu sinh và một phương tiện khác được nhìn thấy trên bãi biển,0.33
Một người đàn ông đang theo dõi một chiếc thuyền khởi hành từ mép biển,Người đàn ông trên bờ nhìn thuyền đi Diyamba,0.93
Một xuồng cứu sinh và một phương tiện khác được nhìn thấy trên bãi biển,Người đàn ông trên bờ nhìn thuyền đi Diyamba,0.4
Người đàn ông mặc đồ đen đang chơi game trên mạng giữa sóng biển lớn, Một người đàn ông đang lướt trên sóng,0.8
Người đàn ông mặc đồ đen đang chơi game trên mạng giữa sóng biển lớn, Hai người đàn ông đang chơi đùa trên biển,0.53
Người đàn ông mặc đồ đen đang chơi game trên mạng giữa sóng biển lớn,Hai người đang lướt sóng trên biển,0.53
Người đàn ông mặc đồ đen đang chơi game trên mạng giữa sóng biển lớn,Một người đàn ông đang lướt sóng,0.8
 Một người đàn ông đang lướt trên sóng, Hai người đàn ông đang chơi đùa trên biển,0.53
 Một người đàn ông đang lướt trên sóng,Hai người đang lướt sóng trên biển,0.6
 Một người đàn ông đang lướt trên sóng,Một người đàn ông đang lướt sóng,1
 Hai người đàn ông đang chơi đùa trên biển,Hai người đang lướt sóng trên biển,0.73
 Hai người đàn ông đang chơi đùa trên biển,Một người đàn ông đang lướt sóng,0.53
Hai người đang lướt sóng trên biển,Một người đàn ông đang lướt sóng,0.6
Một nhóm người chơi ôm nhau, Một nhóm người chơi đoàn kết,0.6
Một nhóm người chơi ôm nhau, Một người chơi ôm nhiều người,0.93
Một nhóm người chơi ôm nhau,Đội tuyển bóng đá Mỹ xanh chen chúc nhau trên sân,0.27
Một nhóm người chơi ôm nhau,Một số cầu thủ ôm nhau rất chặt,0.87
 Một nhóm người chơi đoàn kết, Một người chơi ôm nhiều người,0.53
 Một nhóm người chơi đoàn kết,Đội tuyển bóng đá Mỹ xanh chen chúc nhau trên sân,0.67
 Một nhóm người chơi đoàn kết,Một số cầu thủ ôm nhau rất chặt,0.4
 Một người chơi ôm nhiều người,Đội tuyển bóng đá Mỹ xanh chen chúc nhau trên sân,0.47
 Một người chơi ôm nhiều người,Một số cầu thủ ôm nhau rất chặt,1
Đội tuyển bóng đá Mỹ xanh chen chúc nhau trên sân,Một số cầu thủ ôm nhau rất chặt,0.4
Một người đàn ông đang chèo thuyền trên dòng nước, Một người đàn ông đi thuyền,0.87
Một người đàn ông đang chèo thuyền trên dòng nước, Một người đàn ông bước qua dòng nước lũ,0.8
Một người đàn ông đang chèo thuyền trên dòng nước,Người đàn ông mặc áo khoác màu cam đang chèo bè,0.47
Một người đàn ông đang chèo thuyền trên dòng nước,Một người đàn ông trên thuyền dưới sóng đang chèo,0.53
 Một người đàn ông đi thuyền, Một người đàn ông bước qua dòng nước lũ,0.4
 Một người đàn ông đi thuyền,Người đàn ông mặc áo khoác màu cam đang chèo bè,0.6
 Một người đàn ông đi thuyền,Một người đàn ông trên thuyền dưới sóng đang chèo,0.53
 Một người đàn ông bước qua dòng nước lũ,Người đàn ông mặc áo khoác màu cam đang chèo bè,0.6
 Một người đàn ông bước qua dòng nước lũ,Một người đàn ông trên thuyền dưới sóng đang chèo,0.53
Người đàn ông mặc áo khoác màu cam đang chèo bè,Một người đàn ông trên thuyền dưới sóng đang chèo,0.53
Một nhóm cầu thủ tranh giành quả bóng, Một nhóm cầu thủ đang chơi bóng bầu dục,0.53
Một nhóm cầu thủ tranh giành quả bóng, Một cầu thủ nhảy lên người đối phương và cản phá quả phát bóng lên,0.33
Một nhóm cầu thủ tranh giành quả bóng,Hai đội đang tham gia một trận đấu bóng đá kiểu Mỹ,0.33
Một nhóm cầu thủ tranh giành quả bóng,"Ba cầu thủ va chạm, bóng bật ra ngoài biên",0.33
 Một nhóm cầu thủ đang chơi bóng bầu dục, Một cầu thủ nhảy lên người đối phương và cản phá quả phát bóng lên,0.2
