sentence1,sentence2,similarity
Một kẻ leo thang xã hội đang trói một người đàn ông vào vách đá bằng một sợi dây thừng,Một người đàn ông đang leo lên vách đá bằng một sợi dây thừng,0.62
Một người đang đứng trước một tảng đá với một sợi dây thừng màu hồng,Một người đang trèo lên một tảng đá bằng một sợi dây thừng màu hồng,0.78
Một người đang trèo lên một tảng đá bằng sợi dây màu hồng,Một người đàn ông đang leo lên vách đá bằng một sợi dây thừng,0.86
Một người đàn ông đang leo lên vách đá bằng một sợi dây thừng,Một người đang đứng trước một tảng đá với một sợi dây thừng màu hồng,0.68
Một người đang trèo lên một tảng đá bằng một sợi dây thừng màu hồng,Một người đàn ông đang leo lên vách đá bằng một sợi dây thừng,0.82
Một người đang trèo lên một tảng đá bằng một sợi dây thừng màu hồng,Một người đàn ông đang đi xuống vách đá bằng một sợi dây thừng,0.56
Một người đang trèo lên một tảng đá bằng một sợi dây thừng màu hồng,Một kẻ leo thang xã hội đang trói một người đàn ông vào vách đá bằng một sợi dây thừng,0.537
Một cậu bé không trèo lên bức tường đá,Cậu bé đang trèo lên bức tường đá,0.82
Một đứa trẻ đang leo lên bức tường leo núi trong nhà,Một đứa trẻ đang leo lên bức tường leo núi trong nhà,0.94
Một đứa trẻ đang leo lên bức tường leo núi trong nhà,Một đứa trẻ đang ở trong nhà xem chương trình về một số nhà leo núi trẻ tuổi trên vách đá.,0.64
Một đứa trẻ đang ở trong nhà xem chương trình về một số nhà leo núi trẻ tuổi trên vách đá.,Cậu bé đang trèo lên bức tường đá,0.68
Một cậu bé đang trèo lên bức tường đá,Một đứa trẻ đang leo lên bức tường leo núi trong nhà,0.86
Một người leo núi trẻ tuổi đang xây một bức tường đá cho các cậu bé,Một đứa trẻ đang leo lên bức tường leo núi trong nhà,0.58
Người đi xe đạp đang biểu diễn một trò ảo thuật trên không,Người đi xe đạp không biểu diễn một trò ảo thuật trên không,0.76
Một người đàn ông đang biểu diễn trò đi xe đạp giữa không trung,Người đi xe đạp không biểu diễn một trò ảo thuật trên không,0.58
Một người đàn ông đang biểu diễn trò đi xe đạp giữa không trung,Không khí đang đánh lừa một người đi xe đạp đang biểu diễn,0.6
Một con chó đen và một con chó trắng đang nhìn chằm chằm vào nhau trên phố,Một con chó đen và một con chó trắng đang nhìn nhau chằm chằm trên phố,0.98
Một con chó đen và một con chó trắng đang nhìn chằm chằm vào nhau trên phố,Một con chó trắng đang nhìn chằm chằm vào con phố đen,0.62
Hai con chó thuộc hai giống khác nhau đang nhìn nhau giận dữ ở bên kia đường,Hai con chó thuộc hai giống khác nhau đang nhìn nhau ở bên kia đường,0.92
Hai con chó thuộc hai giống khác nhau đang nhìn nhau ở bên kia đường,Không có con chó nào của các giống khác nhau nhìn nhau qua một con phố,0.78
Một con chó đen và một con chó trắng đang nhìn nhau chằm chằm trên phố,Hai con chó thuộc hai giống khác nhau đang nhìn nhau ở bên kia đường,0.82
"Một con chó bên cạnh một cái cây, có thể là cây thông, đang thả một cái xô","Một con chó bên cạnh một cái cây, có thể là cây thông, đang cắn một cái xô",0.68
"Một con chó bên cạnh một cái cây, có thể là cây thông, đang cắn một cái xô",Một con chó trong xô đang cắn một cái cây có lẽ là cây thông,0.64
Một con chó có bộ lông đen đang ở trong sân sau và đang ngậm một chiếc giỏ trong miệng.,Một con chó lông đen đang ở trong sân sau và đang ngậm một chiếc giỏ trong miệng,1
Một con chó lông đen đang ở trong sân sau và đang ngậm một chiếc giỏ trong miệng,Không có con chó nào lông đen và ngậm một chiếc giỏ trong miệng ở sân sau cả.,0.74
"Một con chó bên cạnh một cái cây, có thể là cây thông, đang cắn một cái xô",Không có con chó nào lông đen và ngậm một chiếc giỏ trong miệng ở sân sau cả.,0.64
Một con chó ở sân sau đang ngậm một chiếc giỏ đựng bộ lông đen trong miệng.,"Một con chó bên cạnh một cái cây, có thể là cây thông, đang cắn một cái xô",0.68
Một con chó lông đen đang ở trong sân sau và đang ngậm một chiếc giỏ trong miệng,"Một con chó bên cạnh một cái cây, có thể là cây thông, đang thả một cái xô",0.56
Hai người to lớn đang ngồi trên một chiếc ghế dài trong công viên và họ có một chai soda ở giữa,Hai người to lớn đang ngồi trên một chiếc ghế dài trong công viên và họ có một chai soda ở giữa,0.94
Hai người to lớn đang ngồi trên một chiếc ghế dài trong công viên và họ có một chai soda ở giữa,Hai người to lớn đang đứng gần một băng ghế công viên và họ không có gì ở giữa,0.82
Hai chiếc ghế dài lớn trong công viên có một người đang ngồi và một chai soda ở giữa,Hai người to lớn đang ngồi trên một chiếc ghế dài trong công viên và họ có một chai soda ở giữa,0.74
Một người đàn ông và một người phụ nữ đang ngồi thoải mái trên băng ghế,Hai người to lớn đang ngồi trên một chiếc ghế dài trong công viên và họ có một chai soda ở giữa,0.66
 Người đàn ông đang chạy đua để dẫn đầu,Một người đàn ông đang dẫn đầu cuộc đua,0.74
Một vài người đàn ông trong một cuộc thi đang chạy bên ngoài,Một người đàn ông đang dẫn đầu cuộc đua,0.62
Một người đàn ông đang ở phía sau cuộc đua,Một vài người đàn ông trong một cuộc thi đang chạy bên ngoài,0.74
Một vài người đàn ông trong một cuộc thi đang chạy bên ngoài,Một người đàn ông đang dẫn đầu cuộc đua,0.76
Một người đàn ông cầm máy ảnh đang nghiên cứu chủ đề này,Không có người đàn ông nào cầm máy ảnh nghiên cứu chủ đề này,0.72
Một người đàn ông cầm máy ảnh đang nghiên cứu chủ đề này,Đối tượng nghiên cứu là một người quay phim,0.72
Người đàn ông đội mũ nhuộm màu tím đang điều khiển một chiếc máy quay phim,Người đàn ông đội mũ tím đang điều khiển một chiếc máy quay phim,0.98
Người đàn ông đội mũ tím không sử dụng máy quay phim,Người đàn ông đội mũ tím đang điều khiển một chiếc máy quay phim,0.68
Người đàn ông đội mũ nhuộm màu tím đang điều khiển một chiếc máy quay phim,Một người đàn ông cầm máy ảnh đang nghiên cứu chủ đề này,0.68
Một người đàn ông cầm máy ảnh đang nghiên cứu chủ đề này,Người đàn ông đội mũ tím không sử dụng máy quay phim,0.64
Người đàn ông đội mũ tím đang điều khiển một chiếc máy quay phim,Chủ đề này đang được một người đàn ông nghiên cứu bằng máy ảnh,0.72
Người đàn ông đội mũ tím đang điều khiển một chiếc máy quay phim,Không có người đàn ông nào cầm máy ảnh nghiên cứu chủ đề này,0.64
Đối tượng nghiên cứu là một người quay phim,Người đàn ông đội mũ tím đang điều khiển một chiếc máy quay phim,0.56
Người đàn ông đội mũ tím đang điều khiển một chiếc máy quay phim,Một người đàn ông cầm máy ảnh đang nghiên cứu chủ đề này,0.66
Cô dâu và chú rể rời đi sau lễ cưới,Cô dâu và chú rể đang rời đi sau lễ cưới,0.96
Cô dâu và chú rể đang đến sau lễ cưới,Cô dâu và chú rể đang rời đi sau lễ cưới,0.86
Một cặp vợ chồng đang bước lên lối đi,Một cặp vợ chồng đang bước xuống lối đi,0.88
Linh mục đang bước xuống lối đi để làm lễ cưới cho một cặp đôi,Cô dâu và chú rể đang rời đi sau lễ cưới,0.56
Cô dâu và chú rể rời đi sau lễ cưới,Một cặp vợ chồng đang bước xuống lối đi,0.72
Cô dâu và chú rể đang đến sau lễ cưới,Một cặp vợ chồng đang bước xuống lối đi,0.8
Một cặp vợ chồng đang bước xuống lối đi,Cô dâu rời khỏi chú rể sau lễ cưới,0.52
Một cặp vợ chồng đang bước xuống lối đi,Cô dâu và chú rể đang rời đi sau lễ cưới,0.68
Bài thuyết trình đang được một lớp học sinh theo dõi,Buổi thuyết trình có sự tham dự của một lớp học sinh,0.96
Buổi thuyết trình có sự tham dự của một lớp học sinh,Một lớp học đầy học sinh,0.68
Bài thuyết trình đang được một lớp học sinh theo dõi,Một lớp học trống rỗng,0.6
"Một cậu bé trên ngọn đồi phủ đầy tuyết, mặc áo khoác đỏ, đội mũ đen và đang trượt trên đầu gối","Một cậu bé ở dưới chân đồi phủ đầy tuyết, không mặc quần áo và đang ngồi trên đầu gối",0.64
"Một cậu bé trên ngọn đồi phủ đầy tuyết, mặc áo khoác đỏ, đội mũ đen và đang trượt trên đầu gối","Một cậu bé trên cầu trượt màu đỏ và đen, mặc áo khoác và đội mũ, đầu gối phủ đầy tuyết",0.7
Đứa trẻ đang vui vẻ trượt trên tuyết,Đứa trẻ đang trượt trên tuyết,0.9
Một máng trượt tuyết đầy trẻ em,Đứa trẻ đang trượt trên tuyết,0.68
"Một cậu bé trên ngọn đồi phủ đầy tuyết, mặc áo khoác đỏ, đội mũ đen và đang trượt trên đầu gối",Đứa trẻ vẫn còn trong tuyết,0.68
Đứa trẻ đang trượt trên tuyết,"Một cậu bé ở dưới chân đồi phủ đầy tuyết, không mặc quần áo và đang ngồi trên đầu gối",0.54
Một người phụ nữ và một con chó đang ngồi bình yên trên một gốc cây,Một người phụ nữ và một con chó đang ngồi trên gốc cây,0.9
Một người phụ nữ lớn tuổi đang ở gần một con chó có bộ lông màu trắng,Một người phụ nữ lớn tuổi đang ở gần một con chó trắng,0.88
Một người phụ nữ già nua không phải là một con chó trắng,Một người phụ nữ và một con chó đang ngồi trên gốc cây,0.48
Một người đàn ông đang tưới cỏ và vui vẻ chơi đùa với một chú chó,Một chú chó đang hào hứng chơi đùa với nước trên cỏ,0.7
Con chó đang cắn một số giọt nước,Con chó đang cắn vào một số giọt nước,0.9
Con chó đang cắn vào một số giọt nước,Con chó không cắn vào một số giọt nước,0.8
Một chú chó đang hào hứng chơi đùa với nước trên cỏ,Một bức ảnh chụp nhanh đang mô tả một số giọt nước rơi xuống con chó,0.58
Con chó đang cắn vào một số giọt nước,Không có chú chó nào hào hứng chơi đùa với nước trên cỏ,0.7
Một người đàn ông đang tưới cỏ và vui vẻ chơi đùa với một chú chó,Con chó đang cắn vào một số giọt nước,0.48
Con chó đang cắn vào một số giọt nước,Một chú chó đang hào hứng chơi đùa với nước trên cỏ,0.84
"Hai người đang ở trong tuyết, mặc quần áo ngụy trang","Một số người ở trong tuyết, mặc quần áo ngụy trang",0.88
Không ai ở trong tuyết mặc quần áo ngụy trang,"Hai người đang ở trong tuyết, mặc quần áo ngụy trang",0.66
"Một số người ở trong tuyết, mặc quần áo ngụy trang",Hai người đang dắt hai con chó lông vàng đi dạo trên tuyết,0.54
"Hai người đang ở trong tuyết, mặc quần áo ngụy trang",Hai người đàn ông đang dắt hai con chó có bộ lông vàng đi dạo trên tuyết,0.64
"Hai người đang ở trong tuyết, mặc quần áo ngụy trang",Hai người đang dắt hai con chó lông vàng đi dạo trên tuyết,0.54
Không có cô gái nào mặc áo phông và há miệng,"Một cô gái đến từ Châu Á, đứng trước cửa sổ gạch, có vẻ ngạc nhiên",0.44
"Một cô gái đến từ Châu Á, đứng trước một cửa sổ làm bằng gạch, có vẻ ngạc nhiên",Một cô gái mặc áo phông và há miệng.,0.48
"Một cô gái đến từ Châu Á, đứng trước cửa sổ gạch, không hề tỏ ra ngạc nhiên",Một cô gái mặc áo phông và há miệng.,0.42
 Một người mặc đồ đi xe đạp đang đứng vững trước một số ngọn núi,Đồ leo núi được đặt chắc chắn ở phía trước người đi xe đạp đang đứng,0.72
Không có người nào mặc đồ bảo hộ xe đạp đứng vững trước những ngọn núi,Một nhóm người được trang bị đồ bảo hộ,0.46
Một nhóm người được trang bị thiết bị bảo vệ, Một người mặc đồ đi xe đạp đang đứng vững trước một số ngọn núi,0.4
Một nhóm người được trang bị đồ bảo hộ không an toàn, Một người mặc đồ đi xe đạp đang đứng vững trước một số ngọn núi,0.4
Đứa trẻ đang chơi bóng đá và vô tình ngã xuống bãi cỏ,Đứa trẻ đang chơi bóng đá và ngã xuống bãi cỏ,0.92
Không có đứa trẻ nào chơi bóng đá và ngã xuống cỏ,Đứa trẻ đang chơi bóng đá và ngã xuống bãi cỏ,0.82
Quả bóng đá nằm giữa hai chân của một cậu bé đang nằm trên cỏ,Đứa trẻ đang chơi bóng đá và ngã xuống bãi cỏ,0.7
Quả bóng đá nằm giữa hai chân của một cậu bé đang nằm trên cỏ,Đứa trẻ đang chơi bóng đá và ngã xuống bãi cỏ,0.74
Một người đàn ông cầm thiết bị dùng để leo núi đang treo mình trên một tảng đá trắng thẳng đứng.,Một người đàn ông với thiết bị dùng để leo núi đang ở dưới một tảng đá trắng thẳng đứng,0.78
Một người phụ nữ buộc tóc đuôi ngựa đang trèo xuống bức tường đá,Một người phụ nữ buộc tóc đuôi ngựa đang leo lên bức tường đá,0.817
Một người phụ nữ buộc tóc đuôi ngựa đang leo lên bức tường đá,Một người phụ nữ đang theo đuôi một chú ngựa con gần bức tường leo núi,0.58
Một người đàn ông cầm thiết bị dùng để leo núi đang treo mình trên một tảng đá trắng thẳng đứng.,Một người phụ nữ có bím tóc đang trèo lên một bức tường đá,0.42
Một người phụ nữ đang theo đuôi một chú ngựa con gần bức tường leo núi,Một người đàn ông cầm thiết bị dùng để leo núi đang treo mình trên một tảng đá trắng thẳng đứng.,0.36
Một người phụ nữ buộc tóc đuôi ngựa đang leo lên bức tường đá,Thiết bị leo núi để giải cứu một người đàn ông được treo trên một tảng đá trắng thẳng đứng,0.36
Một người đàn ông cầm thiết bị dùng để leo núi đang treo mình trên một tảng đá trắng thẳng đứng.,Một người phụ nữ buộc tóc đuôi ngựa đang leo lên bức tường đá,0.54
Một con chó đen và một con chó trắng đang vui vẻ chạy trên cỏ,Một người da đen mặc đồ trắng đang vui vẻ chạy cùng chú chó trên bãi cỏ,0.48
Một con chó trắng và một con chó đen đang ngồi cạnh nhau trên bãi cỏ,Một con chó trắng và một con chó đen đang chạy cạnh nhau trên bãi cỏ,0.74
Một con chó trắng và một con chó đen đang vui vẻ chạy cạnh nhau trên bãi cỏ,Một con chó đen và một con chó trắng đang vui vẻ chạy trên cỏ,0.88
Một con chó trắng và một con chó đen đang ngồi cạnh nhau trên bãi cỏ,Một con chó đen và một con chó trắng đang vui vẻ chạy trên cỏ,0.823
Một người da đen mặc đồ trắng đang vui vẻ chạy cùng chú chó trên bãi cỏ,Một con chó trắng và một con chó đen đang chạy cạnh nhau trên bãi cỏ,0.46
Rất nhiều người đang ở trong công viên trượt băng,Không có nhiều người ở công viên trượt băng,0.78
Nhiều người đang trượt băng trong công viên băng,Rất nhiều người đang ở trong công viên trượt băng,0.78
Sân trượt băng ngoài trời đông nghẹt người,Một sân trượt băng ngoài trời đông nghẹt người,0.98
Sân trượt băng ngoài trời đang trống rỗng,Một sân trượt băng ngoài trời đông nghẹt người,0.72
Một sân trượt băng ngoài trời đông nghẹt người,Một vận động viên trượt băng đang biểu diễn ngoài trời trên một sân băng đông người,0.8
Sân trượt băng ngoài trời đông nghẹt người,Rất nhiều người đang ở trong công viên trượt băng,0.84
Rất nhiều người đang ở trong công viên trượt băng,Một vận động viên trượt băng đang biểu diễn ngoài trời trên một sân băng đông người,0.7
Một sân trượt băng ngoài trời đông nghẹt người,Không có nhiều người ở công viên trượt băng,0.72
Một sân trượt băng ngoài trời đông nghẹt người,Rất nhiều người đang ở trong công viên trượt băng,0.9
Một cô gái mặc đồng phục màu xanh đang hạ cánh tay xuống,Một cô gái mặc đồng phục màu xanh đang giơ cánh tay lên.,0.68
Một cô gái đang giơ bộ đồng phục màu xanh bằng cánh tay của mình,Một cô gái mặc đồng phục màu xanh đang giơ cánh tay lên.,0.66
Cô gái mặc đồng phục xanh trắng đang reo hò,Một số tiếng reo hò được thực hiện bởi cô gái trong bộ đồng phục xanh và trắng,0.98
Cô gái mặc đồng phục xanh trắng không cổ vũ,Cô gái mặc đồng phục xanh trắng đang reo hò,0.82
Một số tiếng reo hò được thực hiện bởi cô gái trong bộ đồng phục xanh và trắng,Một cô gái mặc đồng phục màu xanh đang giơ cánh tay lên.,0.84
Cô gái mặc đồng phục xanh trắng đang reo hò,Một cô gái mặc đồng phục màu xanh đang hạ cánh tay xuống,0.68
Một cô gái đang giơ bộ đồng phục màu xanh bằng cánh tay của mình,Cô gái mặc đồng phục xanh trắng đang reo hò,0.64
Một cô gái mặc đồng phục màu xanh đang giơ cánh tay lên.,Cô gái mặc đồng phục xanh trắng đang reo hò,0.66
Mọi người đang ở trên bãi biển đầy cát bên bờ biển và đang tận hưởng một ngày nắng đẹp,Mọi người đang ở trên bãi biển đầy cát bên bờ biển và đang tận hưởng một ngày đầy nắng,0.96
Mọi người ở xa bãi biển đầy cát bên bờ biển và đang phải chịu đựng những ngày nắng nóng,Mọi người đang ở trên bãi biển đầy cát bên bờ biển và đang tận hưởng một ngày nắng đẹp,0.58
Mọi người ở xa bãi biển đầy cát bên bờ biển và đang phải chịu đựng những ngày nắng nóng,Một nhóm người đang ở trên bờ,0.56
Mọi người đang ở trên bãi biển đầy cát bên bờ biển và đang tận hưởng một ngày nắng đẹp,Một nhóm người đang ở trên bờ,0.76
Người đàn ông đang thực hiện động tác nhào lộn bằng xe máy trên một cánh đồng hầu như cằn cỗi,Người đàn ông đang thực hiện động tác nhào lộn bằng xe máy trên mặt đất hầu như trống trải,0.88
Người đàn ông đang thực hiện động tác nhào lộn bằng xe máy trên mặt đất hầu như trống trải,"Người đàn ông đang ở trên mặt đất cằn cỗi, đang quay cảnh nhào lộn bằng xe máy.",0.7
Một người đàn ông mặc bộ đồ liền quần màu xanh đang dũng cảm thực hiện động tác nhào lộn trên xe máy,Người đàn ông đang xuống xe máy xuống mặt đất hầu như trống trải,0.7
Một người đàn ông mặc bộ đồ liền quần màu xanh đang dũng cảm thực hiện động tác nhào lộn trên xe máy,Người đàn ông đang thực hiện động tác nhào lộn bằng xe máy trên mặt đất hầu như trống trải,0.82
Một người đàn ông mặc bộ đồ liền quần màu xanh không thể thực hiện động tác nhào lộn trên xe máy,Người đàn ông đang thực hiện động tác nhào lộn bằng xe máy trên mặt đất hầu như trống trải,0.68
Người đàn ông đang thực hiện động tác nhào lộn bằng xe máy trên mặt đất hầu như trống trải,Một nghệ sĩ biểu diễn dũng cảm đang thực hiện động tác nhào lộn bằng xe máy qua một người đàn ông mặc bộ đồ liền quần màu xanh,0.72
Hai người đang cãi nhau gần đám đông,Hai người đang hôn nhau gần đám đông,0.6
Hai người đang hôn nhau say đắm giữa đám đông,Một người phụ nữ đang được một người đàn ông hôn,0.8
Hai người đang hôn nhau gần đám đông,Một người phụ nữ đang được một người đàn ông hôn,0.82
Hai người đang hôn nhau gần đám đông,Một người phụ nữ đang được một người đàn ông hôn,0.8
Cô gái trẻ đang thổi một bong bóng rất lớn,Cô gái trẻ đang thổi một bong bóng rất nhỏ,0.74
Cô gái trẻ đang thổi một bong bóng rất lớn,Cô gái mặc áo nhuộm đỏ không thổi bong bóng,0.66
"Một bong bóng nổ tung, nhuộm đỏ chiếc áo của cô gái.",Cô gái trẻ đang thổi một bong bóng rất lớn,0.6
Một đứa trẻ chân trần đang đi qua một vũng nước đầy bùn,Một đứa trẻ đang đi đôi ủng xanh và chơi trong vũng bùn đầy,0.7
Một đứa trẻ đang đi đôi ủng xanh và chơi trong vũng bùn đầy,Một số đôi ủng xanh trong vũng bùn đầy bùn được một đứa trẻ vui tươi đội khăn quàng cổ nhắm tới,0.6
Một đứa trẻ đang đi đôi ủng xanh và chơi trong vũng bùn đầy,Một cậu bé đang nhảy vào vũng nước trên phố,0.76
Một cậu bé đang nhảy vào vũng nước trên phố,Một đứa trẻ đang đi đôi ủng làm bằng cao su xanh và chơi trong vũng bùn đầy,0.84
Một đứa trẻ chân trần đang đi qua một vũng nước đầy bùn,Một cậu bé đang nhảy vào vũng nước trên phố,0.58
Một số đôi ủng xanh trong vũng bùn đầy bùn được một đứa trẻ vui tươi đội khăn quàng cổ nhắm tới,Một cậu bé đang nhảy vào vũng nước trên phố,0.52
"Hai đứa trẻ đang ngủ trong một chiếc xe đẩy, thực sự rất nhỏ","Hai đứa trẻ đang ăn xúc xích ngô trong một chiếc xe đẩy, thực sự rất nhỏ",0.68
 Hai đứa trẻ đang ăn trên một chiếc xe đẩy nhỏ đầy xúc xích ngô,"Hai đứa trẻ đang ăn xúc xích ngô trong một chiếc xe đẩy, thực sự rất nhỏ",0.78
Hai đứa trẻ đang ăn xúc xích ngô,Hai đứa trẻ đang ăn xúc xích ngô,0.98
"Hai đứa trẻ đang ăn xúc xích ngô trong một chiếc xe đẩy, thực sự rất nhỏ",Hai đứa trẻ đang ăn xúc xích ngô,0.9
"Một số xúc xích ngô đang được hai đứa trẻ ăn trong một chiếc xe đẩy, thực sự rất nhỏ",Hai đứa trẻ đang ăn xúc xích ngô,0.86
"Hai đứa trẻ đang ngủ trong một chiếc xe đẩy, thực sự rất nhỏ",Hai đứa trẻ đang ăn xúc xích ngô,0.32
"Hai đứa trẻ đang ăn xúc xích ngô trong một chiếc xe đẩy, thực sự rất nhỏ",Hai đứa trẻ đang ăn xúc xích ngô,0.86
Một người đàn ông mặc áo sơ mi nhuộm màu tím đang nhìn một người đàn ông mặc áo sơ mi đen đang làm mặt buồn cười,Một người đàn ông mặc áo sơ mi nhuộm màu tím đang nhìn một người đàn ông mặc áo sơ mi đen đang làm một khuôn mặt trông buồn cười,1
"Một người đàn ông mặc áo sơ mi nhuộm màu tím đang bước đi xa khỏi một người đàn ông mặc áo sơ mi đen, người này đang nghiêm túc",Một người đàn ông mặc áo sơ mi nhuộm màu tím đang nhìn một người đàn ông mặc áo sơ mi đen đang làm mặt buồn cười,0.68
Một người đàn ông mặc áo sơ mi nhuộm màu tím đang nhìn một người đàn ông mặc áo sơ mi đen đang làm mặt buồn cười,"Một người đàn ông mặc áo sơ mi màu tím đang nhuộm một chiếc áo sơ mi khác thành màu đen, trên đó có hình một người đàn ông đang nhìn một chú chó đang vẽ một khuôn mặt ngộ nghĩnh trên đó.",0.6
Một người đàn ông đang tạo dáng đang được một người đàn ông khác thích thú quan sát,Một người đàn ông đang tạo dáng đang bị một người đàn ông khác theo dõi,0.92
Một người đàn ông mặc áo sơ mi nhuộm màu tím đang nhìn một người đàn ông mặc áo sơ mi đen đang làm mặt buồn cười,Không có người đàn ông nào trong tư thế bị người đàn ông khác theo dõi,0.72
Một người đàn ông đang tạo dáng đang bị một người đàn ông khác theo dõi,"Một người đàn ông mặc áo sơ mi nhuộm màu tím đang bước đi xa khỏi một người đàn ông mặc áo sơ mi đen, người này đang nghiêm túc",0.56
Một con ngựa đang ném chàng cao bồi mặc quần màu xanh và đỏ,Anh chàng cao bồi mặc quần xanh và đỏ đang bị ngựa hất tung,0.98
Một con ngựa đang ném chàng cao bồi mặc quần màu xanh và đỏ,Anh chàng cao bồi đang ném chiếc quần xanh và đỏ về phía con ngựa,0.58
Một người đàn ông đang phủ một tấm chăn lên một con ngựa hoang đang ngã trên đường đua,Một người đàn ông đang ngã khỏi lưng ngựa trên đường đua và nằm ở nơi hoang dã,0.6
Một người đàn ông đột nhiên ngã khỏi lưng ngựa trên một con đường mòn hoang dã,Một con ngựa đang ném chàng cao bồi mặc quần màu xanh và đỏ,0.68
Một người đàn ông đang ngã khỏi lưng ngựa trên đường đua và nằm ở nơi hoang dã,Anh chàng cao bồi đang ném chiếc quần xanh và đỏ về phía con ngựa,0.44
Một người đàn ông đang ngã khỏi lưng ngựa trên đường đua và nằm ở nơi hoang dã,Một con ngựa đang ném chàng cao bồi mặc quần màu xanh và đỏ,0.54
"Người đàn ông và cậu bé đang đứng ở chân cầu thang, ở ngoài trời","Một người đàn ông và một cậu bé đang đứng ở chân cầu thang, ở ngoài trời",1
"Người đàn ông và cậu bé đang đứng ở chân cầu thang, ở ngoài trời",Người đàn ông đang đứng ngoài trời và cậu bé đang ngã xuống chân cầu thang,0.66
Một người lớn đang ở trong giảng đường và đang nói chuyện với một cậu bé,Người đàn ông đang đứng ngoài trời và cậu bé đang ngã xuống chân cầu thang,0.4
Không có người lớn nào trong giảng đường nói chuyện với một cậu bé,"Người đàn ông và cậu bé đang đứng ở chân cầu thang, ở ngoài trời",0.44
"Người đàn ông và cậu bé đang đứng ở chân cầu thang, ở ngoài trời",Một người lớn đang ở trong giảng đường và đang nói chuyện với một cậu bé,0.36
Một cậu bé mặc áo sơ mi đỏ đứng trước bức tường dài màu xanh và đang nhướn mày nghi ngờ về phía máy ảnh,"Một cậu bé mặc áo sơ mi đỏ đứng sau bức tường dài màu xanh và đang nhíu mày, hướng về phía máy ảnh",0.8
Không có cậu bé nào đứng trước tòa nhà màu xanh trong không gian dành riêng cho người khuyết tật,Một cậu bé đang đứng trước tòa nhà màu xanh trong không gian dành riêng cho người khuyết tật,0.82
Một cậu bé mặc áo sơ mi đỏ đứng trước bức tường dài màu xanh và đang nhướn mày nghi ngờ về phía máy ảnh,Không có cậu bé nào đứng trước tòa nhà màu xanh trong không gian dành riêng cho người khuyết tật,0.4
Một cậu bé mặc áo sơ mi đỏ đứng trước bức tường dài màu xanh và đang nhướn mày nghi ngờ về phía máy ảnh,Một cậu bé đang đứng trước tòa nhà màu xanh trong không gian dành riêng cho người khuyết tật,0.48
"Các kỵ sĩ đang cưỡi ngựa trên cánh đồng, nơi hoàn toàn xanh tươi",Các kỵ sĩ đang đua ngựa trên cánh đồng hoàn toàn xanh,0.94
Các kỵ sĩ đang đua ngựa trên cánh đồng hoàn toàn xanh,"Các kỵ sĩ đang giảm tốc độ cho ngựa của họ trên cánh đồng, nơi hoàn toàn xanh tươi",0.84
Sân đua ngựa xanh ngát đầy những Kỵ sĩ,Các kỵ sĩ đang đua ngựa trên cánh đồng hoàn toàn xanh,0.8
Một số tay đua hung dữ trên bãi cỏ xanh đang hét vào những chú ngựa đang nhảy qua chướng ngại vật,Các kỵ sĩ đang đua ngựa trên cánh đồng hoàn toàn xanh,0.56
Một số con ngựa đang chạy đua dữ dội trên bãi cỏ xanh và nhảy qua chướng ngại vật,"Các kỵ sĩ đang giảm tốc độ cho ngựa của họ trên cánh đồng, nơi hoàn toàn xanh tươi",0.6
Một số con ngựa đang chạy đua dữ dội trên bãi cỏ xanh và nhảy qua chướng ngại vật,Sân đua ngựa xanh ngát đầy những Kỵ sĩ,0.78
Một người phụ nữ đeo kính râm cỡ lớn và cầm tờ báo ở cả hai tay,Người phụ nữ đeo kính râm cỡ lớn và cầm tờ báo ở cả hai tay,1
Một người phụ nữ đeo kính râm cỡ lớn và cầm tờ báo ở cả hai tay,Không có người phụ nữ nào đeo kính râm cỡ lớn và cầm tờ báo trên cả hai tay,0.76
Một bà già mặc chiếc áo sơ mi có họa tiết hoa hồng và đang vụng về cầm hai tờ báo,Một người phụ nữ đeo kính râm cỡ lớn và cầm tờ báo ở cả hai tay,0.72
Một bà già mặc chiếc áo sơ mi họa tiết hoa hồng và vụng về cầm hai tờ báo,Người phụ nữ đeo kính râm cỡ lớn và cầm tờ báo ở cả hai tay,0.7
Một bà già mặc chiếc áo sơ mi họa tiết hoa hồng và vụng về cầm hai tờ báo,Không có người phụ nữ nào đeo kính râm cỡ lớn và cầm tờ báo trên cả hai tay,0.6
Một bà già mặc chiếc áo sơ mi họa tiết hoa hồng và vụng về cầm hai tờ báo,Một người phụ nữ đeo kính râm cỡ lớn và cầm tờ báo ở cả hai tay,0.76
Một người đang tập trượt tuyết bị ngã từ trên không xuống,Một người đang tập trượt tuyết nhảy lên không trung,0.7
Người trượt ván đang nhảy qua tuyết trắng,Một cú nhảy qua tuyết trắng rất hấp dẫn đối với những người trượt ván,0.64
Người trượt ván đang nhảy không sợ hãi trên tuyết trắng,Một người đang tập trượt tuyết nhảy lên không trung,0.78
Một vận động viên nhảy cầu đang ném ván trượt tuyết của một người lên không trung,Người trượt ván đang nhảy qua tuyết trắng,0.56
Người trượt ván đang nhảy qua tuyết trắng,Một người đang tập trượt tuyết nhảy lên không trung,0.82
Một con chó đang ở gần một quả bóng màu đỏ đang lơ lửng trên không,Một con chó ở gần quả bóng đỏ trên không,0.98
Một con chó ở gần quả bóng đỏ trên không,Một con chó ở rất xa quả bóng đỏ trên không,0.72
